Word,Class,Heat
generic,1.0,132.5
brady,0.0,132.5
30jul,0.0,132.5
yellow,1.0,132.5
redlined,0.0,132.5
bi,0.0,132.5
ect,0.0,132.49787032654993
gtc,0.0,132.47619047619048
cities,0.0,132.44444444444446
presentation,0.0,132.44444444444446
accounting,1.0,132.43478260869566
single,1.0,132.42105263157896
decisions,0.0,132.4
depth,0.0,132.4
abn,1.0,132.4
charset,1.0,132.3409090909091
point,1.0,132.33333333333334
comply,0.0,132.33333333333334
negotiation,0.0,132.33333333333334
disappear,1.0,132.33333333333334
sandra,0.0,132.33333333333334
nui's,0.0,132.33333333333334
pma's,0.0,132.33333333333334
zahrsecurities,0.0,132.33333333333334
manner,0.0,132.33333333333334
enfolio,0.0,132.33333333333334
turned,0.0,132.33333333333334
ww,1.0,132.27272727272728
mailing,0.0,132.25
replacements,0.0,132.25
restriction,0.0,132.25
bolded,0.0,132.25
rather,0.0,132.24242424242425
west,1.0,132.23076923076923
than,1.0,132.2280701754386
food,1.0,132.22222222222223
yet,1.0,132.20652173913044
assignments,1.0,132.2
mckillop,1.0,132.2
iaa,1.0,132.2
difference,0.0,132.1875
resources,1.0,132.1851851851852
attach,0.0,132.1818181818182
13,1.0,132.172131147541
payment,0.0,132.16666666666666
laws,1.0,132.16666666666666
freyre,1.0,132.16666666666666
prior,1.0,132.16
relevant,1.0,132.15
diamond,1.0,132.15
occurs,1.0,132.14285714285714
doc,0.0,132.13191489361702
same,0.0,132.13178294573643
immediately,0.0,132.125
intl,0.0,132.125
conditions,0.0,132.0952380952381
generate,1.0,132.0909090909091
taken,1.0,132.08333333333334
status,1.0,132.03225806451613
hears,1.0,132.0
undiscounted,0.0,132.0
coleman,0.0,132.0
figures,1.0,132.0
eliminated,0.0,132.0
ward04,0.0,132.0
oscar,1.0,132.0
bankthese,1.0,132.0
38c2,1.0,132.0
outage,1.0,132.0
sietzema,1.0,132.0
latte,1.0,132.0
injury,1.0,132.0
thatcher,1.0,132.0
approvals,1.0,132.0
lettuce,0.0,132.0
thier,0.0,132.0
optioninfo,0.0,132.0
network,1.0,132.0
closeout,1.0,132.0
matthewsx346777,0.0,132.0
turkey,0.0,132.0
tamullen,0.0,132.0
havereceived,1.0,132.0
pools,1.0,132.0
scroll,0.0,132.0
lipsett,1.0,132.0
detailed,0.0,132.0
metropolitan,1.0,132.0
rocking,1.0,132.0
agreementkim,0.0,132.0
dominion,1.0,132.0
development01,1.0,132.0
blay,1.0,132.0
12000,0.0,132.0
jkincaid,1.0,132.0
bigwood,1.0,132.0
dublin,1.0,132.0
eeft,1.0,132.0
fall,0.0,132.0
luis,1.0,132.0
bwells,0.0,132.0
define,1.0,132.0
jeananne,0.0,132.0
banc,1.0,132.0
yard,0.0,132.0
dgdawn,0.0,132.0
faxi,0.0,132.0
snack,0.0,132.0
analytics,1.0,132.0
conflicting,0.0,132.0
islands,1.0,132.0
kathryn,0.0,132.0
regis,0.0,132.0
celebrating,0.0,132.0
duly,0.0,132.0
weatherderivatives,0.0,132.0
morriscc,0.0,132.0
quarterly,0.0,132.0
lbracken,0.0,132.0
15444,1.0,132.0
victor's,0.0,132.0
efficiency,1.0,132.0
pipeline,0.0,132.0
bolted,0.0,132.0
angela's,1.0,132.0
ho,1.0,132.0
kaye,0.0,132.0
brown's,0.0,132.0
century,0.0,132.0
cisco,0.0,132.0
designations,1.0,132.0
spreadsheet,1.0,132.0
enrollment,1.0,132.0
captureobligations,0.0,132.0
consolidated,0.0,132.0
arrange,1.0,132.0
tushy,0.0,132.0
triggers,0.0,132.0
assoc,0.0,132.0
reserving,1.0,132.0
handful,0.0,132.0
preserves,0.0,132.0
withyou,0.0,132.0
farmer,1.0,132.0
bride,1.0,132.0
infothanks,0.0,132.0
mintz,1.0,132.0
tate,0.0,132.0
draftare,1.0,132.0
charging,0.0,132.0
radford,1.0,132.0
compressor,0.0,132.0
competive,0.0,132.0
150,1.0,132.0
ag,0.0,132.0
negm,0.0,132.0
barber,1.0,132.0
downeydeployment,0.0,132.0
virtually,1.0,132.0
stickers,0.0,132.0
analysis,0.0,132.0
schneider,1.0,132.0
kicked,0.0,132.0
lookin',0.0,132.0
eecc,0.0,132.0
denial,1.0,132.0
involves,0.0,132.0
produce,0.0,132.0
nowlan,1.0,132.0
anticipates,0.0,132.0
requires,1.0,131.95
ascii,0.0,131.94871794871796
nogid,1.0,131.92592592592592
amto,0.0,131.92182410423453
the,1.0,131.89341037619866
message,0.0,131.88269794721407
'carol,0.0,131.88235294117646
theriot,1.0,131.875
theresa,1.0,131.85714285714286
lotus,1.0,131.83653846153842
capital,0.0,131.83333333333334
tonite,0.0,131.83333333333334
hooser,1.0,131.83333333333334
flett,1.0,131.8181818181818
deep,0.0,131.8
litigation,1.0,131.8
way,1.0,131.78947368421052
kimberly,1.0,131.77777777777777
etc,1.0,131.76363636363635
written,1.0,131.7619047619048
copper,1.0,131.75
established,0.0,131.75
counterpart,0.0,131.75
reply,1.0,131.72413793103448
negotiating,1.0,131.72307692307692
ondarza,1.0,131.71428571428572
base,1.0,131.71428571428572
denton,0.0,131.70967741935485
earlier,1.0,131.703125
people,1.0,131.703125
resume,1.0,131.7
change,1.0,131.6969696969697
remaining,0.0,131.68571428571428
actually,1.0,131.6829268292683
delivery,1.0,131.6764705882353
stewart,1.0,131.66666666666666
kuehl,0.0,131.66666666666666
modification,1.0,131.66666666666666
seen,1.0,131.66666666666666
templeton,1.0,131.66666666666666
ryan,1.0,131.66666666666666
documents,0.0,131.66666666666666
716php,0.0,131.66666666666666
sub,0.0,131.66666666666666
blue,1.0,131.66666666666666
mack,0.0,131.66666666666666
letter,0.0,131.6580310880829
enter,0.0,131.65217391304347
sets,1.0,131.63636363636363
remove,1.0,131.63636363636363
gordon,1.0,131.63636363636363
onshore,1.0,131.625
ii,1.0,131.60655737704917
priorities,1.0,131.6
cyprow,1.0,131.6
center,0.0,131.5769230769231
swaps,1.0,131.56756756756758
db,1.0,131.53846153846158
marlene,1.0,131.53333333333333
requesting,1.0,131.53333333333333
london,1.0,131.53061224489795
treatment,0.0,131.5
refundable,0.0,131.5
substituted,1.0,131.5
5will,0.0,131.5
understandable,0.0,131.5
communicating,0.0,131.5
kenne111,0.0,131.5
192,1.0,131.5
updatehi,0.0,131.5
btw,1.0,131.5
parra,0.0,131.5
maryenron,0.0,131.5
vecchio,0.0,131.5
1768,1.0,131.5
emergency,1.0,131.5
shortage,0.0,131.5
california,1.0,131.5
orlogo,0.0,131.5
24th,1.0,131.5
typically,0.0,131.5
matches,0.0,131.5
outcome,1.0,131.5
propsed,1.0,131.5
validity,1.0,131.5
cheryl,1.0,131.49112426035506
alot,0.0,131.48
toomer,0.0,131.4736842105263
freeland,1.0,131.44444444444446
faxing,1.0,131.44444444444446
into,0.0,131.435
opening,1.0,131.43478260869566
ms,0.0,131.42857142857142
mccullough,1.0,131.42857142857142
emailed,1.0,131.42105263157896
transfer,0.0,131.42105263157896
yao,1.0,131.41176470588235
diagram,1.0,131.4
necessarily,1.0,131.4
ridge,0.0,131.4
restrictions,1.0,131.4
occur,0.0,131.375
interest,0.0,131.34375
adjust,0.0,131.33333333333334
jesus,0.0,131.33333333333334
envelope,0.0,131.33333333333334
hirsch,0.0,131.33333333333334
documentation,0.0,131.33333333333334
obviously,1.0,131.33333333333334
administrationcarol,0.0,131.33333333333334
rate,1.0,131.32558139534885
future,1.0,131.32075471698113
hold,1.0,131.31428571428572
submit,0.0,131.28571428571428
lots,1.0,131.25
contracted,0.0,131.25
proviso,0.0,131.25
proposing,0.0,131.25
such,0.0,131.23
state,1.0,131.22222222222223
desktop,0.0,131.22222222222223
sue,0.0,131.2
ofelia,1.0,131.2
quotation,0.0,131.2
enroncredit,1.0,131.1818181818182
equal,0.0,131.16666666666666
removed,0.0,131.16666666666666
effect,0.0,131.16666666666666
revised,0.0,131.13846153846154
requiring,1.0,131.125
recommended,0.0,131.11111111111111
mullen,1.0,131.11111111111111
b,1.0,131.0969696969697
notice,1.0,131.09615384615384
dealing,0.0,131.0909090909091
awaiting,1.0,131.07142857142858
revisions,1.0,131.06896551724137
20001,0.0,131.0611510791367
execution,0.0,131.03030303030303
bellsouth,1.0,131.0
governs,1.0,131.0
rodeo,1.0,131.0
dramatically,1.0,131.0
treasury,0.0,131.0
fergusonfraser,0.0,131.0
sixteen,0.0,131.0
path,1.0,131.0
lunchhi,1.0,131.0
dining,0.0,131.0
lingering,0.0,131.0
earlywednesday,0.0,131.0
unrestricted,0.0,131.0
iguesswe,0.0,131.0
stockhow,0.0,131.0
retail,0.0,131.0
ties,0.0,131.0
taday,1.0,131.0
elderly,0.0,131.0
dictionary,0.0,131.0
williams',0.0,131.0
browning,0.0,131.0
arthurandersen,1.0,131.0
ok'd,1.0,131.0
ouout,0.0,131.0
pf,0.0,131.0
thatsections,0.0,131.0
corinnesara,1.0,131.0
reflect,0.0,131.0
activate,0.0,131.0
analyzing,0.0,131.0
panama,1.0,131.0
4130phillip,0.0,131.0
desimone,1.0,131.0
destroying,0.0,131.0
1m,1.0,131.0
injunctive,0.0,131.0
dgdarnellmo,0.0,131.0
dearborn,0.0,131.0
arguing,0.0,131.0
drinking,1.0,131.0
2391mailing,0.0,131.0
producer's,0.0,131.0
lease,1.0,131.0
pertinent,0.0,131.0
rude,0.0,131.0
buzz,1.0,131.0
analyses,1.0,131.0
silent,1.0,131.0
fifth,0.0,131.0
economic,0.0,131.0
incorporating,0.0,131.0
messageto,0.0,131.0
sscarol,1.0,131.0
withstorage,0.0,131.0
milligan03,1.0,131.0
gorelieberman,0.0,131.0
khh,1.0,131.0
introduction,1.0,131.0
impacted,1.0,131.0
remains,0.0,131.0
gamelouisiana,0.0,131.0
operating,1.0,131.0
yea,1.0,131.0
convince,1.0,131.0
brain,0.0,131.0
iam,1.0,131.0
offshore,0.0,131.0
obvioiusly,1.0,131.0
aprile,1.0,131.0
emailcarol,0.0,131.0
jay's,0.0,131.0
carroll,0.0,131.0
elliottcarol,0.0,131.0
restatements,0.0,131.0
gablelaw,0.0,131.0
indexdetail,0.0,131.0
fundamental,0.0,131.0
susan's,1.0,131.0
cbs,1.0,131.0
perfection,0.0,131.0
perez,1.0,131.0
amending,1.0,131.0
pappas,0.0,131.0
repeatedly,0.0,131.0
eickenroht,0.0,131.0
presenting,1.0,131.0
inadequate,0.0,131.0
justifying,0.0,131.0
3061,0.0,131.0
anabel,0.0,131.0
village,1.0,131.0
i'd,0.0,130.95
delete,0.0,130.9230769230769
issue,1.0,130.92156862745097
solutions,0.0,130.91666666666666
operating,0.0,130.91666666666666
communications,0.0,130.91489361702128
needed,1.0,130.91304347826087
mid,1.0,130.88235294117646
street,0.0,130.8709677419355
chance,1.0,130.8695652173913
cases,0.0,130.85714285714286
l,1.0,130.83950617283952
sentence,0.0,130.83333333333334
explanation,1.0,130.82608695652175
clickathome,0.0,130.82142857142858
in,1.0,130.80409617097058
bock,1.0,130.8
photo,0.0,130.8
use,1.0,130.7972027972028
cover,0.0,130.76
eees,1.0,130.75
heading,1.0,130.75
becoming,0.0,130.75
manhattan,1.0,130.75
formed,1.0,130.75
sales,1.0,130.75
frederick,1.0,130.75
information,1.0,130.72380952380954
group,1.0,130.71511627906978
khajeh,1.0,130.71428571428572
37340,0.0,130.71428571428572
38,1.0,130.71428571428572
effective,1.0,130.71428571428572
systems,0.0,130.7
specified,0.0,130.6818181818182
leh,1.0,130.66666666666666
precedent,0.0,130.66666666666666
drag,1.0,130.66666666666666
las,1.0,130.66666666666666
revenue,0.0,130.66666666666666
usimmediately,1.0,130.66666666666666
requirestravel,0.0,130.66666666666666
buyer's,0.0,130.66666666666666
qualify,1.0,130.66666666666666
wanting,1.0,130.66666666666666
promised,1.0,130.66666666666666
agents,0.0,130.66666666666666
exercise,0.0,130.63636363636363
negotiated,0.0,130.61538461538458
references,0.0,130.61538461538458
citi,1.0,130.6
212,0.0,130.6
pop,0.0,130.57142857142858
longer,0.0,130.56666666666666
replacement,1.0,130.55555555555554
quite,0.0,130.55
deutsche,0.0,130.52380952380952
alcoa,0.0,130.5
gloria,0.0,130.5
papers,0.0,130.5
preparation,0.0,130.5
goering,0.0,130.5
houtx,0.0,130.5
conversations,1.0,130.5
enr,0.0,130.5
becomes,1.0,130.5
allocation,0.0,130.5
cents,1.0,130.5
ch,1.0,130.5
youhave,0.0,130.5
40aug,0.0,130.5
drug,0.0,130.5
maker,1.0,130.5
ene's,1.0,130.5
hq,1.0,130.5
generally,1.0,130.5
bigger,1.0,130.5
lawyer's,0.0,130.5
tw,0.0,130.5
formosa,1.0,130.5
pit,0.0,130.5
moll,0.0,130.5
mw,1.0,130.5
moore,1.0,130.5
accurately,1.0,130.5
spots,0.0,130.5
prepays,0.0,130.5
applewhite,0.0,130.5
yosemite,1.0,130.5
744419,0.0,130.5
trial,1.0,130.5
uncertain,1.0,130.5
highly,0.0,130.5
turning,1.0,130.5
few,0.0,130.49514563106797
black,0.0,130.45454545454547
copy,1.0,130.44230769230768
purple,0.0,130.4
ridiculous,0.0,130.4
mention,1.0,130.375
explain,0.0,130.3684210526316
enronxgate,0.0,130.35227272727272
bcc,1.0,130.33701657458565
kieran,0.0,130.33333333333334
420,0.0,130.33333333333334
conveyed,0.0,130.33333333333334
whole,1.0,130.33333333333334
inquiry,0.0,130.33333333333334
incoming,1.0,130.33333333333334
yolanda,1.0,130.33333333333334
goldman's,1.0,130.33333333333334
reluctant,0.0,130.33333333333334
plaese,0.0,130.33333333333334
mails,1.0,130.3
03,1.0,130.2887029288703
east,0.0,130.26315789473685
investment,1.0,130.2608695652174
kiss,0.0,130.25
highlighted,0.0,130.22222222222223
fowler,1.0,130.2
dad's,0.0,130.2
295,0.0,130.2
tudon,0.0,130.2
complex,0.0,130.2
filed,0.0,130.2
plus,1.0,130.2
typical,0.0,130.2
february,1.0,130.1951219512195
sending,1.0,130.17543859649123
btu,0.0,130.14285714285714
credit,0.0,130.13496932515338
chin,1.0,130.125
behalf,1.0,130.12121212121212
trigger,0.0,130.11428571428573
holding,1.0,130.11111111111111
pge,0.0,130.11111111111111
location,1.0,130.07142857142858
bottle,0.0,130.0
lock,0.0,130.0
assignsara,1.0,130.0
discussion,1.0,130.0
cristina,0.0,130.0
lessee,1.0,130.0
kohutek,0.0,130.0
meknow,1.0,130.0
organizations,1.0,130.0
johnjust,0.0,130.0
regulation,1.0,130.0
csfbi,1.0,130.0
morelucy,0.0,130.0
andhaveyou,0.0,130.0
raising,1.0,130.0
finalise,1.0,130.0
'01,0.0,130.0
leaseit,1.0,130.0
okto,0.0,130.0
5000,1.0,130.0
lmazzone,0.0,130.0
european,1.0,130.0
wrong,1.0,130.0
blair06,0.0,130.0
linked,0.0,130.0
sites,1.0,130.0
hanging,1.0,130.0
vary,0.0,130.0
division,0.0,130.0
submittalssusan,0.0,130.0
817,1.0,130.0
marks,0.0,130.0
chosen,1.0,130.0
carrow,0.0,130.0
evens,0.0,130.0
pbarna,1.0,130.0
reassign,0.0,130.0
fernandez,0.0,130.0
prophetic,0.0,130.0
breaking,1.0,130.0
xfl,0.0,130.0
legal14000,0.0,130.0
greater,1.0,130.0
sympathy,0.0,130.0
stabler,1.0,130.0
rude,1.0,130.0
xcel,1.0,130.0
walking,0.0,130.0
conial,0.0,130.0
comparerite,1.0,130.0
epsc,0.0,130.0
nina,1.0,130.0
pantanal,0.0,130.0
hide,0.0,130.0
harrah's,0.0,130.0
80005060869i,0.0,130.0
shanley1,1.0,130.0
furnished,1.0,130.0
connect,0.0,130.0
34539,1.0,130.0
countysara,1.0,130.0
ghost,0.0,130.0
carveouts,0.0,130.0
assets,0.0,130.0
transition,1.0,130.0
devised,0.0,130.0
rsvp'd,0.0,130.0
hopeso,1.0,130.0
elects,1.0,130.0
portions,1.0,130.0
breaking,0.0,130.0
luxury,1.0,130.0
faxes,0.0,130.0
covenants,0.0,130.0
30will,0.0,130.0
85,1.0,130.0
assign,1.0,130.0
catamay,1.0,130.0
reportsplease,1.0,130.0
straight,1.0,130.0
bottom,1.0,130.0
eamr,0.0,130.0
interactive,1.0,130.0
pot,0.0,130.0
aswell,1.0,130.0
servicesaccording,0.0,130.0
cautious,1.0,130.0
rvey,0.0,130.0
davies,1.0,130.0
grosenbl,1.0,130.0
plants,1.0,130.0
warren,1.0,130.0
thanksmonica,0.0,130.0
i'mcoming,0.0,130.0
atwood,0.0,130.0
kristinacarol,0.0,130.0
cable's,1.0,130.0
henninger,0.0,130.0
precede,0.0,130.0
anarkansas,0.0,130.0
cfo,0.0,130.0
exam,1.0,130.0
older,1.0,130.0
interested,1.0,129.9814814814815
approved,0.0,129.9655172413793
very,1.0,129.95833333333334
letter,1.0,129.94957983193277
counterparties,0.0,129.92753623188406
cp,1.0,129.921875
derek,1.0,129.91666666666666
ext,1.0,129.91666666666666
portables,0.0,129.9090909090909
mscs,1.0,129.9
right,1.0,129.89705882352942
pla,1.0,129.88888888888889
ivy,0.0,129.86666666666667
extremely,1.0,129.86666666666667
bit,1.0,129.85714285714286
derivatives,1.0,129.83157894736843
anthony,1.0,129.8235294117647
short,0.0,129.82
req,0.0,129.75
schwed,1.0,129.75
sin,1.0,129.75
neumin,1.0,129.75
directly,1.0,129.73333333333332
few,1.0,129.69620253164558
alos,0.0,129.69117647058823
whom,0.0,129.6875
jimjeff,0.0,129.66666666666666
pnmgs,0.0,129.66666666666666
unacceptable,0.0,129.66666666666666
employed,1.0,129.66666666666666
gresham,1.0,129.66666666666666
assignability,1.0,129.66666666666666
high,1.0,129.66666666666666
evaluate,1.0,129.66666666666666
range,1.0,129.66666666666666
ddarnellmo,0.0,129.66666666666666
including,0.0,129.65517241379308
couldn't,1.0,129.625
kicker,0.0,129.6
lawyers,0.0,129.6
ucp,0.0,129.6
calling,1.0,129.58823529411765
entered,0.0,129.58333333333334
concept,0.0,129.58333333333334
viverito,1.0,129.58333333333334
copies,1.0,129.57142857142858
containing,1.0,129.57142857142858
indemnifiable,0.0,129.57142857142858
referred,1.0,129.57142857142858
let's,1.0,129.57009345794393
enovate,0.0,129.56521739130434
trades,1.0,129.54794520547944
woods,1.0,129.54545454545453
20,0.0,129.53588516746407
line,1.0,129.5121951219512
donedgtricia,0.0,129.5
here's,1.0,129.5
heavy,1.0,129.5
selecting,0.0,129.5
register,0.0,129.5
edits,1.0,129.5
alos,1.0,129.5
destroy,1.0,129.5
rweiss,1.0,129.5
endeavor,0.0,129.5
916,0.0,129.5
culver,0.0,129.5
stalento,1.0,129.5
uncertainty,1.0,129.5
running,1.0,129.5
screen,0.0,129.5
initialled,1.0,129.5
sever,1.0,129.5
you'd,1.0,129.5
indication,1.0,129.5
dessert,0.0,129.5
cfr,1.0,129.5
haven't,1.0,129.5
along,1.0,129.5
installing,1.0,129.5
produce,1.0,129.5
34737,1.0,129.5
tomorrowafternoon,0.0,129.5
sum,0.0,129.5
installments,1.0,129.5
that's,1.0,129.45454545454547
14000,0.0,129.45454545454547
34,0.0,129.44827586206895
proposal,0.0,129.44444444444446
pdq,0.0,129.44444444444446
redraft,0.0,129.4375
lrp,0.0,129.42857142857142
accounts,1.0,129.4230769230769
leaving,1.0,129.4
santos,1.0,129.4
mercado,1.0,129.4
insist,1.0,129.4
municipal,1.0,129.3793103448276
development04,1.0,129.375
template,1.0,129.375
received,1.0,129.3649289099526
arm,0.0,129.33333333333334
organize,1.0,129.33333333333334
yyy,0.0,129.33333333333334
perceived,0.0,129.33333333333334
unavailable,1.0,129.33333333333334
saracarol,1.0,129.33333333333334
rabobank,1.0,129.33333333333334
thanksdavid,0.0,129.33333333333334
solicit,1.0,129.33333333333334
aluminum,0.0,129.3
bert,1.0,129.28571428571428
ie,0.0,129.28571428571428
referring,1.0,129.28571428571428
bridgeline,1.0,129.26666666666668
process,1.0,129.25
discussing,0.0,129.25
650,1.0,129.25
activity,0.0,129.25
tough,0.0,129.25
settle,0.0,129.25
hands,0.0,129.22222222222223
transferred,0.0,129.22222222222223
muchmore,1.0,129.2
some,1.0,129.18884120171674
rights,0.0,129.1851851851852
46,1.0,129.1851851851852
swaption,1.0,129.1818181818182
strike,1.0,129.16666666666666
murray,1.0,129.16666666666666
conwell,0.0,129.1578947368421
effective,0.0,129.15384615384616
wrap,1.0,129.125
19993,1.0,129.1
identical,1.0,129.1
arrangements,1.0,129.07142857142858
entities,0.0,129.07142857142858
email,1.0,129.06845238095238
usd,1.0,129.05263157894734
matter,1.0,129.03846153846158
aarp,1.0,129.0
152,0.0,129.0
50mm,0.0,129.0
enrollment,0.0,129.0
4155587santa,0.0,129.0
dangerous,0.0,129.0
longest,0.0,129.0
251sj,0.0,129.0
terri,1.0,129.0
strongly,0.0,129.0
8303,0.0,129.0
translate,0.0,129.0
spain,0.0,129.0
patel,0.0,129.0
spicer,1.0,129.0
rise,1.0,129.0
ya,1.0,129.0
216,1.0,129.0
activitiy,1.0,129.0
lamarp,0.0,129.0
mkt,1.0,129.0
g5,0.0,129.0
whatsoever,1.0,129.0
tejas,0.0,129.0
spotted,0.0,129.0
everywhere,0.0,129.0
i'msending,1.0,129.0
giver,0.0,129.0
eb,0.0,129.0
greenblatt,1.0,129.0
bayareasailing,0.0,129.0
valuable,1.0,129.0
da,0.0,129.0
cafe,1.0,129.0
describes,0.0,129.0
gareth's,1.0,129.0
singing,1.0,129.0
hookup,1.0,129.0
label,1.0,129.0
evaluation,1.0,129.0
british,0.0,129.0
esb,1.0,129.0
shockwave,0.0,129.0
repayment,1.0,129.0
lyndaif,0.0,129.0
stop,1.0,129.0
orientation,0.0,129.0
install,0.0,129.0
houstonthat,0.0,129.0
keen,1.0,129.0
invitation,1.0,129.0
kevin's,1.0,129.0
impossible,0.0,129.0
protocol,1.0,129.0
70's,0.0,129.0
tight,0.0,129.0
burning,1.0,129.0
himup,0.0,129.0
designed,0.0,129.0
maximum,1.0,129.0
stores,1.0,129.0
hurry,1.0,129.0
driveway,0.0,129.0
prupose,1.0,129.0
shuttle,0.0,129.0
chandler's,0.0,129.0
ecic,1.0,129.0
knife,0.0,129.0
fuller,0.0,129.0
pepsican,1.0,129.0
stable,1.0,129.0
betweenecc,0.0,129.0
vallejo03,0.0,129.0
schwartzenburg,1.0,129.0
1794,1.0,129.0
solicitation,0.0,129.0
chevron,0.0,129.0
timing,0.0,129.0
sdn,0.0,129.0
rainfall,0.0,129.0
rasmussen,0.0,129.0
clair09,1.0,129.0
lebrocq,0.0,129.0
stall,0.0,129.0
1415,0.0,129.0
bonded,1.0,129.0
paralegal,0.0,129.0
collection,1.0,129.0
authorize,1.0,129.0
remote,1.0,129.0
35000,0.0,129.0
bekeng,1.0,129.0
affairs',1.0,129.0
enaopinion1,0.0,129.0
notes,1.0,128.97154471544715
others,1.0,128.93333333333334
shared,0.0,128.92857142857142
swap,0.0,128.9156626506024
pursue,1.0,128.91304347826087
he'll,1.0,128.9
proceed,0.0,128.88888888888889
following,1.0,128.87974683544303
kurth,1.0,128.87878787878788
internally,1.0,128.875
results,0.0,128.875
own,0.0,128.85365853658536
dom,1.0,128.83333333333334
each,1.0,128.81981981981986
19,1.0,128.8
attempt,0.0,128.77777777777777
agent,1.0,128.76315789473685
advisors,1.0,128.75
atoga,0.0,128.75
shahi,1.0,128.75
350,0.0,128.75
execute,1.0,128.75
suit,0.0,128.75
acc,0.0,128.75
dawn3,0.0,128.75
obtaining,0.0,128.75
investment,0.0,128.70588235294122
wednesday,1.0,128.67901234567898
ticketing,0.0,128.66666666666666
elrix,0.0,128.66666666666666
wis,0.0,128.66666666666666
pw,0.0,128.66666666666666
prioritize,0.0,128.66666666666666
novation,1.0,128.66666666666666
yaeger,0.0,128.66666666666666
ltd,1.0,128.66666666666666
specify,0.0,128.66666666666666
ordered,1.0,128.625
gather,0.0,128.6
milbank,1.0,128.57142857142858
considering,1.0,128.55555555555554
certainly,1.0,128.54545454545453
memoranda,1.0,128.54545454545453
between,1.0,128.51020408163262
202,0.0,128.5
gswec,0.0,128.5
leader,0.0,128.5
altogether,1.0,128.5
greenbriar,0.0,128.5
gennaro,1.0,128.5
amenable,0.0,128.5
rmiron,1.0,128.5
likelihood,0.0,128.5
millenium,1.0,128.5
2666746,1.0,128.5
ranked30th,0.0,128.5
pregnancy,0.0,128.5
dennis,1.0,128.5
18th,0.0,128.5
panuspatricia,0.0,128.5
argue,0.0,128.5
theother,0.0,128.5
breach,0.0,128.5
individually,1.0,128.5
nu,0.0,128.44444444444446
ship,1.0,128.42857142857142
accepted,0.0,128.4
survey,1.0,128.4
brief,1.0,128.38461538461542
sharp,0.0,128.375
hou,1.0,128.3740740740741
period,1.0,128.3488372093023
michigan,1.0,128.33333333333334
six,0.0,128.33333333333334
4th,1.0,128.33333333333334
blackbird,0.0,128.33333333333334
cute,0.0,128.33333333333334
bridge,0.0,128.33333333333334
kimdan,0.0,128.33333333333334
margauxcarol,0.0,128.33333333333334
text,1.0,128.30935251798564
our,1.0,128.30588235294118
shonnie,1.0,128.28571428571428
lieu,1.0,128.25
beforehand,1.0,128.25
9573genaro,0.0,128.25
allowed,0.0,128.25
raptor,1.0,128.23333333333332
edu,0.0,128.22727272727272
isda,0.0,128.22477064220183
worksheet,1.0,128.21153846153842
certificate,1.0,128.20833333333334
procedures,1.0,128.2
prompt,0.0,128.2
cnt,0.0,128.2
damage,0.0,128.2
referencing,1.0,128.2
sentence,1.0,128.1818181818182
thresholds,1.0,128.16666666666666
billing,0.0,128.16666666666666
pending,1.0,128.1578947368421
mlnum,0.0,128.14285714285714
clause,0.0,128.13333333333333
total,1.0,128.1315789473684
floating,0.0,128.125
firms,1.0,128.125
accepted,1.0,128.12
identifying,1.0,128.11111111111111
petej,1.0,128.11111111111111
foregoing,1.0,128.11111111111111
september,0.0,128.10714285714286
impact,1.0,128.1
quinn,1.0,128.1
imbalance,0.0,128.0909090909091
international,1.0,128.08196721311475
weeks,1.0,128.08
indicated,1.0,128.04166666666666
lc,0.0,128.01538461538462
altered,0.0,128.0
gather,1.0,128.0
44417,0.0,128.0
beales,0.0,128.0
892,0.0,128.0
unconditional,1.0,128.0
gotaboutanother,0.0,128.0
prerequisite,0.0,128.0
coachthanks,0.0,128.0
devoting,1.0,128.0
eawilburn,0.0,128.0
elements,1.0,128.0
hemisphere,1.0,128.0
roland,1.0,128.0
111stanfield,0.0,128.0
historically,1.0,128.0
tremendous,1.0,128.0
companyprogress,0.0,128.0
margaux,1.0,128.0
entire,1.0,128.0
nogid's,1.0,128.0
keepyou,0.0,128.0
6219,0.0,128.0
regarding,0.0,128.0
5792,0.0,128.0
helppulp,1.0,128.0
nov20001,0.0,128.0
defer,0.0,128.0
definetly,0.0,128.0
wm,1.0,128.0
expression,0.0,128.0
limitations,0.0,128.0
strive,0.0,128.0
kinks,1.0,128.0
usautomatic,0.0,128.0
777,1.0,128.0
settling,1.0,128.0
growth,0.0,128.0
efba,0.0,128.0
developing,0.0,128.0
levy,0.0,128.0
lookingfor,0.0,128.0
30am,1.0,128.0
910,1.0,128.0
franchise,0.0,128.0
lp,1.0,128.0
confirming,0.0,128.0
initiate,0.0,128.0
1p,1.0,128.0
individual's,1.0,128.0
confirmwhen,1.0,128.0
backed,1.0,128.0
guidance,1.0,128.0
dealt,0.0,128.0
notebook,1.0,128.0
hitting,1.0,128.0
avoid,0.0,128.0
trained,1.0,128.0
ssb,1.0,128.0
20002,1.0,128.0
signatories,0.0,128.0
billto,1.0,128.0
80,1.0,128.0
viewpoint,0.0,128.0
preceding,0.0,128.0
fannin,0.0,128.0
stating,1.0,128.0
itinerary,0.0,128.0
numberi,1.0,128.0
refinance,0.0,128.0
stolen,1.0,128.0
1968,0.0,128.0
micromanagement,1.0,128.0
braden,0.0,128.0
boylston,1.0,128.0
source,1.0,128.0
claiming,1.0,128.0
